segment,covariate,lineage,celltype,analysis_type,n_categories_tested,categories_tested,n_samples,n_donors,n_datasets,omega_squared,kruskal_p_value,highest_median_pct_category,highest_median_within_lineage_pct,lowest_median_pct_category,lowest_median_within_lineage_pct,n_datasets_with_multiple_categories,n_datasets_with_two_categories_each_n_ge_5,within_study_contrast_supported,spearman_age_rho,spearman_age_p_value,kruskal_fdr_within_segment_covariate,spearman_age_fdr_within_segment_covariate
colon,age_range,lymphoid,CD4 tTreg,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.0,0.9415658011904793,30-39,1.977364334353675,60-69,0.3620564808110065,11,3,True,-0.06470561079647981,0.4458831001372291,0.9415658011904793,0.5903241044070356
colon,age_range,lymphoid,CD8 Circulating Effector Memory,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.03479683664125681,0.17627169654428376,30-39,3.4279405877839677,10-19,1.13520749665328,11,3,True,0.24341148540947063,0.0036316807680395976,0.24013825326322716,0.013026320831464834
colon,age_range,lymphoid,CD8 Effector Memory,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.119520495046907,0.004800084279526933,70-79,5.770720371804802,0-9,0.535475234270415,11,3,True,0.33894335470876363,3.934814886759406e-05,0.02050945101252417,0.0007459531960702376
colon,age_range,lymphoid,CD8 IEL,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.06032978130659564,0.04830234467976525,70-79,17.15724244771495,0-9,3.2442748091603053,11,3,True,0.15464158912918016,0.06710776547950398,0.09248258993270421,0.13421553095900796
colon,age_range,lymphoid,CD8 Memory Exhausted,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.011730982711467986,0.3516408029637472,0-9,0.0,0-9,0.0,11,3,True,0.1348659666872867,0.11082794778784777,0.4289438196293314,0.2042711194521116
colon,age_range,lymphoid,CD8 Naive,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.14448528898368515,0.0013265742626334732,0-9,2.14190093708166,60-69,0.0,11,3,True,-0.36572849831486404,8.210423520970289e-06,0.007480560977738931,0.0002572599369904024
colon,age_range,lymphoid,CD8 TRM,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.0548865477367674,0.04467116864478597,50-59,5.204835460040296,30-39,2.0912908229642726,11,3,True,0.24475345693347308,0.0034441332837519094,0.0874810385960392,0.012949941146907179
colon,age_range,lymphoid,GC B Dark Zone (GC B DZ),inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.06575650488525989,0.05765129339389816,0-9,1.1235955056179776,20-29,0.0,11,3,True,-0.183090082553057,0.02977086272374883,0.10421579959666206,0.06739550727781421
colon,age_range,lymphoid,GC B Light Zone (GC B LZ),inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.08515107254803936,0.025724145389793833,0-9,1.3071895424836601,20-29,0.0,11,3,True,-0.15233982567377147,0.07132955695838618,0.057715999509766455,0.1396870490435063
colon,age_range,lymphoid,Gamma Delta T Cells,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.5840357546936457,1.819124915533715e-12,0-9,8.955223880597014,60-69,0.0,11,3,True,-0.5819639746258064,3.779630036785781e-14,1.709977420601692e-10,3.552852234578634e-12
